cuil;status
64290473916;2
60369950331;3
63231900332;1
64275919037;1
63226428641;2
63358181823;3
64290832835;1
63309006390;1
60261093521;4
63349539129;3
60259644154;1
60325602042;6
60325093589;2
63207935060;4
63307155380;5
67393338765;6
60220393847;6
63346152029;6
60378843815;1
67345883662;6
60232072213;2
64354519818;3
67220837944;5
63395494114;3
67277062719;1
60271492874;1
67299778662;1
67271260285;1
60373665196;6
64375727232;2
60373516352;1
63366513959;2
60343749939;6
67370799544;3
63308959408;1
63211836599;1
64371469883;1
60310560679;3
63360497196;1
67266138404;2
67281582418;3
60306071419;1
60338575648;6
63211053659;4
67267531568;3
60361798077;5
67214592654;2
67347398206;4
67383252889;5
63333681864;6
60397318470;5
67371882038;6
63307753660;4
63216900929;4
64290446519;4
67355496489;4
60344538231;6
63272956849;3
64389937719;2
60283703692;6
63340660406;4
64265655694;5
67364390839;4
60275097139;1
67357413017;3
67365146591;4
67268491802;3
63283807217;1
67226092819;5
63370237877;1
67375838912;1
60311133015;4
60295515093;2
64360745994;5
64212560667;6
64237978275;3
64236872104;2
60343040914;1
67344075546;4
67308646391;3
63210876989;3
60347430121;6
63378585793;6
67388014900;1
64335196714;3
67204530553;3
64209562179;2
63350944593;5
63204702979;4
64211056132;4
60352441964;1
64209551908;6
64300708380;4
63200899247;2
60224017989;5
60215437399;2
64381126585;2
64309594884;3
63331625401;5
60357314227;1
64362986999;6
63313665829;1
63376314938;1
63393633850;3
60234751304;1
63377804130;3
64303270297;5
64220437106;3
64396970099;6
64350172392;6
63392399730;4
64358731439;5
64301455869;2
64237654240;6
64229001785;4
63271455528;2
64316938815;2
60287930359;1
64278373922;1
67355700655;2
60355545388;4
63349691916;3
63218286179;4
63365702162;1
67396228170;3
64292829041;5
64307942311;5
64360593493;6
64309422471;2
64297368573;3
64238491779;5
60393609569;1
60359584426;2
63268659147;6
64206484177;1
67376107946;6
64322798723;4
63205258681;2
63395350961;1
60273268300;5
63328459908;1
64233494486;2
63244348736;2
67312539729;2
67272155019;1
67251194731;1
67316156459;5
67328384849;6
63257413693;5
67200609341;6
60202556410;3
63309592648;6
67307039769;2
60206099987;3
63315716650;6
63277118086;6
60228546677;6
67333909984;6
64245619888;2
67211841793;4
63263479604;2
64280452813;6
60273491891;4
63393164329;5
64382241531;1
67325226681;2
67366788457;4
63225451070;2
60244679571;2
60295569606;2
60361381508;4
63337332473;2
64255320686;1
60351236070;6
64212447479;4
67323424508;5
64220395500;3
60245821835;2
64331255708;3
67338735798;4
67361837549;4
67391497165;6
63397825738;1
60254918043;4
63237357800;6
60297830131;4
64269635361;5
63266854163;5
63340033444;4
67300148430;5
63362312290;2
60396646598;2
63336326100;6
60370385809;2
63336230049;1
60344986293;4
60357088200;6
60338928141;2
63353891997;2
60374507780;3
67200804454;1
67368117339;3
64367627202;3
60202525809;6
63332274106;3
60272886140;1
64213944779;6
67359061436;1
64226812049;6
60369699825;3
64210622657;5
64244059021;1
64306831299;4
60310683410;5
64213152996;6
63336574899;6
64398208089;2
63211347378;5
63398593279;2
60339526284;2
64356803424;4
60392089104;3
63220353208;3
63272474437;5
63314471735;4
64331084288;3
63235409668;4
60338370884;2
60354621412;6
63235241669;1
67265407282;2
60374135808;6
64367283333;6
60241465074;3
63235010331;5
60236226843;4
63212670261;4
64297635899;4
64263937234;2
64277464559;4
67315154682;2
67323414677;3
63213283709;2
64352828457;4
63377400331;1
64218042811;1
64356349316;2
64382411959;6
64382526552;3
63282089078;3
60361798808;2
63287916045;3
60379840798;1
67267375094;5
60308642103;5
63221947322;1
64393248384;1
67288261943;5
67352189666;2
63289672259;5
67291043450;2
64395051138;5
60205854349;4
67300115699;6
64287325639;5
63309882948;5
64325418417;4
67359084967;5
64324425525;3
63362718130;1
60388301573;5
63247610759;2
64388464419;5
60284513498;2
60218168259;3
67357147104;5
67267999276;2
67392958646;2
64253762347;2
63398861266;3
67305881640;3
67349314905;1
63300932470;4
63224456779;2
64251074469;4
60325117853;2
60253502129;3
60340226081;1
64227989899;3
60315436136;4
67232576720;5
63271798425;5
67372164481;5
63389836550;5
64264163984;6
67339508086;2
67243038429;6
64376722179;1
67368023032;6
67370187182;3
64369753191;3
67310926091;1
64207048753;6
60394800484;3
67289260096;3
60375317399;2
67301227989;4
64330660234;6
67322870814;6
60270549767;5
63215667016;5
64305865778;4
60398808242;2
60382704889;1
67385735720;5
64350988643;6
63291089366;1
67275657872;3
63248407125;5
64248913132;1
67397350174;4
64347366169;3
63311497776;6
63209452083;1
60238019497;3
67327632830;1
67275792737;5
60382969009;6
64343895451;1
64292571329;6
67315778821;3
67251730552;4
67399190735;1
60282204349;1
64276526284;3
67346049380;1
64331076226;5
64219086936;6
67298737899;3
67200208495;5
67299190452;4
64365326957;2
67339128178;1
67380791207;1
67260813819;6
63330408059;1
60237973804;3
60342548523;2
64226400077;1
60387675321;3
67285118872;1
63389523552;5
60393602123;4
67233140861;4
60286091604;1
60246968546;5
64256164629;4
63215414568;1
64297733417;5
63317466899;3
63260088795;5
60232671761;2
63250525437;4
63308662359;1
64305816025;2
60357575551;4
64303268101;2
64245376527;3
63254167632;4
63389813819;6
63230248593;5
60287022559;3
60248628440;6
63270737015;2
64224414925;6
64260191419;2
60370661300;1
63281760515;2
63370702030;2
63313254587;5
67367383981;5
63321273876;2
64206247248;5
64305948509;3
60368923909;2
64224885162;2
64367570863;4
60390583128;1
63299014357;2
64380025734;4
63213928076;5
64256421400;2
64252619133;6
60296456872;6
64255445780;1
60217522342;1
60392362617;5
64234184286;1
67379199256;5
60346138354;2
67318993243;3
63258942843;4
63298095507;2
63359877309;2
67231015881;2
64315411864;2
63373878970;5
67252078149;1
64289954489;1
64210201686;3
60284035251;5
60294431538;1
64328883102;1
60381028936;1
67240270789;1
63381246347;4
63201465959;3
67301600736;6
64337280488;4
67327376265;1
64275671418;4
63325135028;5
64388730364;3
63265486284;5
63216563591;2
67340451101;6
67395118150;4
63337553690;5
64308506434;3
63347058388;3
63390236990;3
63392166302;3
67243994257;6
67283668395;6
64270272841;6
63255593511;4
64348104118;5
67337078955;6
63350411129;6
67346053981;4
64230830906;3
67354043014;3
64326191297;5
63246047377;6
60310373403;5
67233324776;6
64366332179;3
64324711196;6
67369121569;3
60284078937;3
64331116120;2
60246465234;6
60215271245;2
60284419092;5
63377271922;5
60370188702;1
67218616884;3
60249236872;3
67215340241;5
63204814602;2
63362713627;4
67297963918;5
67244155479;5
67331111845;4
63261490015;3
63316794361;3
63236879684;3
60371698917;1
64242184529;2
63335990260;2
67302510489;3
67377576095;4
60366597126;5
60336147681;2
67203615628;3
63344639231;4
67263854990;2
64277144768;5
63267545040;5
63329452710;5
67365266499;4
60297481269;1
60285598527;3
67327889432;5
67217624549;1
64234328393;3
64211172507;3
60276115289;5
60339283381;1
67309050751;4
67367133950;2
64336338954;4
67211367179;6
60268539249;6
64265165492;6
64317939849;5
63358511238;2
60234048360;5
67399906366;2
67348846768;6
63214926107;1
64333468237;4
64357209372;6
64305158133;6
60252714327;4
63282815186;6
67273770965;5
63315083003;6
64227017803;2
64334150281;5
63357692948;3
63383282324;3
67273984299;6
64286565318;6
67322592954;3
60337484479;3
67389377152;1
67348251569;5
60320228924;3
67371778966;1
64334803412;6
60218005597;6
60380015539;2
60239223195;1
67320974787;6
64261547943;1
64329570620;3
60347889957;4
63209816441;6
63268959426;2
60291695968;3
67222984111;1
64211686640;4
64385190741;5
67342956146;5
64217052996;2
63368616509;4
64205501442;1
67383552491;4
64214827849;3
64281978681;3
63273588258;2
64300237604;3
64304181891;3
63237184523;4
67336641400;4
67390657282;6
60350149131;1
63325088879;4
60378934888;5
64258172904;2
67219556672;2
60240872938;4
64237959750;6
63261806675;4
67347360292;1
67379627401;4
67225767294;6
60357133389;1
60281223995;3
67220282616;1
67305128195;6
63343038799;6
64393085388;2
64373742277;3
64304096010;1
67356140076;1
63370955133;1
64204448807;4
64239476587;2
64331514452;6
67308467624;4
60260381248;4
67266772618;1
64259050896;1
63300958089;1
63227005379;4
60265563824;3
64209724349;5
63284284854;5
63214130736;5
67319626279;5
63214477752;4
63248205751;1
60269591792;3
64287349724;3
64376332150;2
63317386313;3
64389832349;1
63212786022;1
63260802269;3
64372502825;2
60317968410;4
60360587179;4
60220876422;6
63242088850;1
60252743289;6
67296947544;5
67339730137;4
63247063708;4
67334422809;4
63333417733;3
64318179148;1
67251885726;5
60341121909;1
67296309122;6
64213998143;2
64366929787;3
60385905737;5
64283812292;3
63300702440;1
63270350404;3
60388420866;2
60251350437;5
67235173805;3
67283618886;1
63240473838;2
60342648730;6
67350627461;6
67340374530;4
63312464227;2
60325815135;4
64253048822;4
67212009471;2
63274789559;4
64278443831;2
64396653042;3
60249206069;1
64271039628;5
63351177162;4
60351026408;4
60399495027;4
67217241819;2
67341945558;1
64251933950;6
60368744452;2
64364971700;5
63392832884;3
60387565186;6
64369170803;4
64265119636;1
60386931189;5
67221280659;3
60274129339;3
67385024301;5
60247564635;3
60338916038;1
64313209707;1
63294790774;6
67361027139;3
63348196008;2
63281039654;6
67292575170;2
63278076514;1
60223188373;2
67271664513;2
64242572529;1
63392750977;6
60238272834;4
67233362449;2
60346299889;4
63238798312;4
64228896339;1
63264719366;3
67299961327;6
64390254749;2
60208489030;4
67393456784;1
60212925732;5
64221863850;1
60241812793;5
63285104795;1
63360402888;1
63314221968;5
67317570683;1
63284709170;5
63361755997;6
60327963174;6
60344501176;5
60357523399;3
67313161207;5
64206675436;6
60298094829;5
67331773171;5
67389728141;3
64227200993;2
60227409455;1
60220992686;1
67331585146;5
67374224988;1
60367065640;3
64249930626;4
60371982135;1
64270195375;4
63256459339;6
63315230553;5
64393843975;1
67310388189;2
63290710946;1
67391893508;6
64308910766;2
67251772360;5
63248141168;2
64356869522;4
60351309639;6
67232246666;3
63294171292;1
67323585595;1
60242225360;6
67214455762;5
60276239808;5
60328531609;2
63322602601;2
64275389313;1
60233769102;6
64216193200;4
64389712521;1
64282617819;6
67204320761;4
67392467340;6
64239551384;4
60275081410;6
64216177892;4
63327719337;2
67314836631;5
60275532519;5
63213335377;2
64253034031;2
67333585437;5
60206473587;2
63374324839;4
63290972630;1
60296707735;1
67354266463;2
60268778341;6
64258046135;1
63268733347;4
67235024257;4
67380947088;2
67236074495;6
63329828869;2
63372718457;4
67389868792;4
67368383098;3
60392252358;1
60333223387;6
64391625105;6
67364162339;1
60274504741;4
63306053079;6
60368449159;2
60271636736;6
63368702821;5
67221412580;2
63384418823;6
64253149912;2
63270329871;3
63243471518;6
64205036995;4
67327705579;1
60292612259;1
67386812222;5
60268582293;1
67390334904;4
63373149243;2
60301834910;3
60340351617;6
67274721925;4
60249757979;4
63355193316;2
60251985971;5
64385327461;2
64202904120;1
64244308250;5
60230015328;1
64231347311;6
60290194418;5
60375803987;6
60357696391;1
60231886713;3
64204606356;2
64329226539;2
67358406251;2
64220819173;5
60228100792;5
67207386135;2
67318898534;1
67323620039;3
63394514919;1
63399928763;5
67336408536;3
63336554561;4
63346302129;4
60384099451;4
64373385253;2
60360847643;5
63238003599;3
60212798951;2
63228394108;5
63258275099;1
67248842064;3
60341069672;4
64286284025;6
60314118734;5
60201429768;1
64356207198;2
67328162307;5
60207070834;5
67399060807;1
67327670457;4
60283446355;3
67253403222;5
60235819468;1
67293389990;3
63394706797;5
60287149762;5
60205239270;5
67356222560;5
64262077428;3
60393989370;5
67269560149;1
60297114150;6
60257201360;4
60362235709;1
64221997784;5
60383296164;2
67376634288;5
63248522064;2
67262642531;1
60212871934;1
67236628792;3
60334859285;3
64221279008;6
63306217519;2
64368734630;3
67381559081;3
60390205425;3
60293918009;1
60362718050;2
64201946644;4
60338360064;3
63238960640;3
67218757029;6
60365331122;4
67396898168;2
60321034759;6
67350760722;6
64355758492;1
63389258769;4
60361227053;4
60341318486;2
60266782716;4
64241094429;6
63209475601;6
60393935971;3
67330491423;5
67324893129;4
60281344539;6
63312044082;4
67385740775;4
64340214267;6
63313342559;1
67368428822;4
60269792445;5
60290934314;3
63234704887;3
60213128313;1
67355010950;5
67318386118;4
64237036334;5
67270618682;6
64255697690;6
64298049293;2
60382156512;1
64255793630;1
67275731126;2
60294694229;3
67363617600;2
63294998650;6
60250618729;1
63378592838;6
64201694335;6
64272476606;3
67363873089;4
67232458671;2
60213778279;5
64279104959;4
63272696391;6
64333563264;4
63205584430;6
63222427241;5
60389124748;5
64387159388;6
67288256494;5
63279290684;4
67336747683;1
67311215393;1
63222599662;4
67339631791;6
60376618288;2
64334134928;4
64229039790;1
60343749298;6
67208976114;1
64371870758;1
63393548089;3
63334449205;3
67229491209;4
64351290690;3
63227168759;1
60300440056;4
64393059565;5
67302643986;2
60388532990;2
60344222765;6
64343294725;2
60370758894;2
67352025248;6
63369323832;2
67380914856;1
67321032556;5
67276546241;1
64396267479;2
60243390969;5
64203916229;1
60233816518;1
60202344855;3
60377035367;3
60355293354;5
67361817335;5
60311380233;2
63268219821;1
64394854709;3
63298205531;5
60324356781;3
64399783729;6
64278080771;5
67398046436;6
64362272546;3
64390086129;6
67363021708;3
64391947447;5
60389494111;6
63351868726;1
64314281886;4
60328561559;2
64389799694;1
67288623934;6
63342545914;2
64226473961;4
63366642635;6
63263791187;5
63324504526;2
63312254605;3
64265966150;1
67293361891;1
63305641148;6
60239199332;5
60397005596;2
63342059130;2
63347268145;4
64212133823;6
63330274273;6
64340751084;6
67215768772;4
60285148181;6
63288551938;4
60308680498;2
64206487052;1
60394255567;4
67254683024;6
64268103714;2
63380903077;5
63357155705;3
63242532351;1
63370818739;3
60222962822;2
64246670127;5
60366540264;5
64364160591;2
64254349117;4
67258679676;6
67281196011;1
64387120864;3
63262994539;1
60220138618;1
64311795519;3
64254900786;2
67200409075;4
64220753091;5
60292456681;2
60227301328;3
63379684477;3
63349196397;3
60243068218;4
64328799802;3
63281074557;3
63374432062;3
67266294775;5
67387150835;4
67377081371;6
63209691401;4
60211263914;2
63225509087;3
63399005665;1
67350825581;1
67324161667;4
64254507820;3
63291516523;1
63260110889;5
64230729679;5
67231706582;4
60206237459;6
67318140879;1
63369896476;5
64246477408;5
60338474094;2
60283100092;6
67323880333;6
67254772329;6
64295320034;2
63342671766;6
63281052324;3
60348992514;2
64279806449;3
64225041421;2
67338995625;4
63200797746;6
63211555205;4
64209260245;2
67292865020;2
63391535630;1
63283664491;4
63216123729;1
64344663791;5
60397138367;2
60219166969;1
67324698180;4
67298291301;4
60366734263;1
64220339979;2
63242759518;5
63244284940;4
64285596465;1
60379415884;4
60383784908;4
60357390217;1
67398820913;5
60282840661;5
63347733778;2
67210746045;4
60311158611;4
63330219558;3
60288160182;5
67384214670;3
63309472707;6
60374750200;2
60258143496;2
63213874243;6
64270756431;6
64388936493;2
67339213647;2
67335410919;1
64361160167;3
63349941726;5
60244766318;2
67350200654;4
64259786973;4
63353900783;1
64285804769;3
63203755849;4
64238106409;4
63281785941;2
67384828539;4
60242494647;3
63260732066;5
64387750035;3
64347494559;1
60274060444;1
60207501389;5
64241299722;3
60337083660;1
63374242009;5
63266766442;5
60216086174;6
64393369351;6
64287032224;1
67279018734;6
67299011337;5
67214357396;1
67362053614;2
63228912389;1
67222190352;4
60338516765;2
67231957789;6
63397289771;3
67246320516;1
67394288001;2
63348393449;6
60229001186;5
64365713640;4
63222983977;1
67204226986;3
64235998430;5
67333702255;5
64396332440;4
63277209324;4
67320765509;5
67261511700;3
67349667638;4
67218815291;4
64277579136;2
63393525039;6
64225223627;2
67226942073;3
64212222532;4
67251986289;2
67297753735;1
63335227524;6
67278279089;4
67261124235;3
60215169963;1
67341031262;5
67216033563;1
60264598403;2
63314326352;4
63361817169;3
60337182324;5
64391108240;2
67240736028;6
67363599254;5
63299063900;2
67324394602;3
64210492966;5
64304083350;4
64309916067;3
64366444236;2
64353483488;4
60263562855;6
63205665252;3
60321104323;1
63207224040;1
64322315145;1
63220432329;4
67355996341;3
67215255198;6
60256980285;5
67389774992;5
64235558589;6
67381683262;4
64288113775;2
67328927621;1
63260159897;4
67309766919;4
67335493920;1
67212137399;6
60273606443;3
64345675084;3
67268140643;2
64320292407;3
67333431677;3
63259055115;1
60217381226;5
67383111339;2
60345620977;5
67268576255;1
67240453611;2
64310974372;2
67386579706;1
63223128221;5
67307947134;1
67294268534;5
64281208258;4
67298409299;3
60392407408;1
64215366535;4
63212080448;3
64303550176;1
67279213693;2
60259687260;2
63365398528;3
64247489434;2
67390602585;1
67325596071;4
63267087107;4
67293012250;3
63237062746;4
67343743480;5
64391237474;3
63374972334;5
63321522515;5
64373887291;1
67367021656;6
60247192932;4
64299641349;3
67288631465;2
67226064955;6
64375491042;4
67248124099;5
60214354120;1
60328455857;2
67317147489;4
67339864400;5
60381259024;6
64305014484;2
64330418158;1
64289137910;1
67357836708;5
63315788759;4
63324426249;4
67335359531;3
64342592519;4
60219325080;1
64392632857;2
63266299836;2
67334498732;2
60377225319;1
60320394816;2
60364059003;6
60257406159;4
64351502965;4
67248642871;6
63247808924;4
67207877015;1
64232906810;1
67308380243;4
60249279589;5
64304508572;3
64220401357;3
63283991093;5
64212098823;4
60297474122;3
64394663881;3
67384272026;2
60374346647;2
64276395082;5
64298591462;2
64341048336;2
67222849192;5
60204628311;1
64333454902;1
63220417974;1
67356620825;3
64208781578;1
60312159149;5
60352445242;1
60308937332;3
67345783110;4
60358746023;6
60386183980;4
67266604332;6
64288662795;5
64360493960;1
63251420409;6
64291740136;1
64337215074;5
64253883403;5
63353001029;5
64343859854;3
63352317170;6
64378937548;3
60299758446;1
60264354279;3
64285714786;4
60238073467;1
67222962320;4
67239050279;6
67212599481;6
60391886124;6
64262019428;2
63389629660;5
60342945662;6
60276950420;6
63305962254;4
63274427193;5
60336001792;4
67343389962;6
64392300021;2
67350871907;5
60359576202;4
67375194012;3
67261773519;3
64202427292;2
67334749611;6
63304749948;5
63275727425;3
60340823089;4
67291838739;4
60333438723;1
64225635305;4
60368715118;3
64398556958;3
60263878844;1
67302517107;1
60289074581;2
60268886950;3
60235209929;2
67299959373;6
67256864492;1
64393217284;1
60338121116;6
64269773853;3
67281915190;4
63219840588;6
60247387024;3
60374662549;1
60361364557;6
67377727530;6
63352201113;1
64282638981;6
67340212654;4
67389542064;6
63261729468;6
64243581220;4
64306598269;2
64272763400;4
63301015587;2
63210347684;1
64263561277;2
63356790636;4
64284636293;3
60248019487;3
60271955297;4
63355410945;2
64230573652;6
63393956412;5
63366892666;5
60327638001;5
67249370247;6
63274792878;3
67350252581;5
63307454787;2
60307734675;5
63206745934;6
63217287903;3
64388058143;2
63269138914;3
64356634541;6
63334014429;5
67254465868;5
60346806969;4
63387110161;4
64337330027;1
60233374590;4
67291734267;5
67248992570;3
63261573581;1
64281290035;4
60288992145;3
64265034266;5
67397376483;5
63279653175;3
60293121934;4
64299141274;3
64229958779;6
64274540921;2
64308139512;5
64247573915;5
60280117075;4
67321505640;6
67249903563;5
60248435480;5
67382715680;1
64376560129;4
63396719004;5
67268681806;6
63203842998;6
67336649126;6
64339053233;5
60251141188;5
60214315230;6
60243589137;6
64205758850;5
60316662539;5
67302318090;5
63254188826;4
60216423596;6
64333802307;2
63245076179;3
67379375194;4
63251406814;5
64260108954;4
67322093621;1
63237040521;2
64332818579;5
64247116808;6
60200568403;1
63262900799;5
60382992264;4
60376611933;6
63263008253;1
63336436224;4
63318971669;2
60220760709;2
64213982255;6
64370279699;6
67203331883;3
60281146354;2
67316165890;1
63209787913;1
60347911439;1
63338599961;4
60236418262;5
60313892142;4
63274320135;4
64349167466;2
64265994251;4
67353164569;3
64295604296;4
67276788245;6
63288080846;6
67322396799;6
67310978512;3
63319802748;4
60267031358;1
67263049648;2
64341096259;2
63340750669;6
67238637429;4
63386217000;5
67371477281;1
64374248616;5
63326453499;6
63249157386;1
63398199539;4
67256848764;6
64371273008;3
67285913672;5
67328886674;2
60253920192;2
63392157338;3
60391193714;3
64322235869;4
67276993388;2
64360880727;4
67373447266;2
63372920302;3
67241559839;5
60287460778;4
63274639972;6
63355486739;1
63266207656;5
64202960799;2
67382061648;1
60217803015;4
63271075466;6
64319526046;4
63233216927;4
64309072429;1
67376440254;4
63239861255;3
67208075826;6
63369531214;5
64372619269;3
60276611979;3
63325338603;6
63319806190;4
67370799579;5
64305310504;6
60277690945;3
60222255565;6
63281609859;6
63338439670;5
67219813934;2
63282599262;2
63398218878;2
67339463384;5
60200170914;1
67379926581;1
67208919935;6
63375936137;6
64268907708;1
64293116820;4
67240138219;4
63217101796;1
64200810773;3
67343902481;1
67346063464;6
64325128850;5
60228807780;5
63382867719;5
64351541197;6
67248378708;3
67317572171;6
63329123261;2
64219649272;5
67269189336;2
63293209822;3
63368550630;3
67355717069;5
63294661699;4
64228475716;3
63268907221;5
60226526644;4
63235777187;1
67308611474;5
67311972240;3
64218855375;5
67312226003;5
64298010095;3
67238366914;1
63231927125;1
64248131924;1
60239579453;4
67266188835;5
64212328089;5
63283516832;6
63234158939;3
60211474257;4
60215465414;1
63316749349;5
63252851676;3
64240080670;3
67203876170;1
60258295695;2
60366467990;2
63391367398;3
64222187599;3
60360527533;4
67225522267;4
67233785331;3
67366197890;2
64346072269;6
63377186089;3
60292831199;3
67245092641;3
63331881734;5
67322785566;2
67371173339;3
60320835731;6
64277065450;4
67253290770;1
63263739800;1
60301292459;1
64307995105;6
60239720619;2
67349629329;5
63393793971;1
63243719684;3
63200963204;2
63214887179;1
64286122688;6
60265195604;6
67252480738;2
60221224607;5
60251249906;2
60354686999;6
64287976559;1
60392432518;1
64324842444;6
67306042889;1
67309320368;4
67312279980;2
67300486573;5
64291225789;5
67279891640;1
67310612852;1
67217297394;1
63327966210;2
63284997788;1
67285302495;5
64256520867;2
67324743011;2
64237390715;2
63344245543;4
67287454403;4
63387602560;3
60244117638;1
60201544729;5
67391831812;3
63244157442;2
60297335181;3
63311607687;6
63300869719;2
64376277109;3
67389169746;1
60385409438;6
64220015635;6
67304290835;1
63394074014;6
67399719280;6
63318136884;6
63363056689;6
67288229357;3
67346542639;4
67374881261;3
67387544035;5
67294533742;4
64251788004;3
63296487521;6
67327607887;4
64216202048;6
64338342290;2
67379828652;4
63201754641;3
60247117779;4
60374931388;6
64219562699;1
64327319971;1
60326227768;2
60373245129;2
64350371638;3
64289732711;6
63274592372;4
67225042397;1
64256714199;6
64332345727;2
63372516447;1
64311252036;1
60280266860;2
63357069906;4
63378445916;4
60330921938;5
64342129194;6
63352638872;4
64365347636;5
64318305674;4
60264238210;5
64304077589;1
64260977405;5
67325843230;4
67238483716;2
67273460869;3
64247119416;6
64200755810;6
60310384669;6
63343496135;5
63276937059;2
67342346569;4
64267856360;4
63234105363;2
60319145314;1
60395885726;5
64242364552;4
64276360114;2
64220780110;2
60375973459;6
60349483591;6
60332610158;1
63274704286;2
63356427272;4
63358839454;5
64260023061;6
63268761367;4
63325326451;2
64232529820;1
67211555170;6
60212158413;4
63362228419;2
64218971022;3
67210921369;5
64224099566;3
67239475792;3
63337660594;4
67337284929;5
60294328966;4
63234457006;2
64210762882;4
60200827719;2
60258157160;6
63293079767;2
67395167879;2
67399998023;3
60318885569;2
64205641139;3
67215825899;1
63266457504;1
67310092867;2
64209509928;2
64284601979;5
63342550357;4
63280379486;2
63383381098;5
63278557547;2
60251887414;3
67224449221;3
67208125025;3
67287467199;5
67296204738;2
67307275551;4
67384405476;5
63397682503;3
64374669204;1
67379535302;2
64305098750;3
67284422136;2
64268264548;5
67253110063;1
60383893944;2
67271510656;6
60353879629;4
64213349749;6
67271166971;2
63344835235;6
63303632729;1
64337534935;2
63339373029;2
60298374989;1
67242712304;1
67269323547;3
63241819339;3
64280233461;1
63251040526;3
60399588440;6
64308504598;4
60323267629;5
60311383380;2
63324453239;4
67346687972;5
60337923227;5
60244449729;3
63228450555;5
67222860439;4
60396520993;2
67266386114;2
60286682424;2
67319509841;1
67232567047;1
63290149739;6
67332677159;4
60362349268;6
60230797180;4
63347864104;5
63204790517;2
64308714495;1
60329226126;2
64239051942;4
67382404405;5
60332117435;2
60369680954;4
64212249979;4
60321264249;4
67218487367;2
67247717419;5
60201485137;5
60207012192;4
67217030401;3
60370554776;1
60301598176;6
64262015359;5
63278109145;3
64334803714;4
60245350980;1
63304033446;3
64372450795;6
60284937328;6
64398305394;2
63221303506;5
64204192879;4
64290676655;5
64206848500;6
67228089785;6
63346866103;6
64258380949;6
60336096033;1
60258039907;6
63328676291;6
67338291768;3
67372911163;1
63254498574;6
60259390918;3
63304759129;6
64312296371;5
63202144111;6
63227210232;5
64377455191;3
64251099144;6
64349049161;3
67212540002;4
60394880488;5
63219898268;3
63287454408;4
60249973779;2
64341936541;4
63248260549;5
67254716976;6
67201264649;1
67295341847;4
67238383525;1
67295434373;4
67384374511;4
64368023807;6
60322735238;1
60363696506;1
67364111891;4
60391511856;1
64252939995;3
64219659162;3
67234822117;2
63206636566;2
60226862490;1
67374215490;6
64365427338;2
63289052560;1
